name,slug,category,description,city,address,lat,lng,website,phone,email,image_url,sens_noise_1to5,sens_light_1to5,sens_crowd_1to5,sens_quiet_room,sens_headphones,sens_staff_trained,sens_certification,sens_last_verified,sens_score_avg,sens_accessibility_summary,category_tags,AI Sensory Accessibility Summary,Geocode Status,Review Status,Last Verified Age
North Perth Public Library - Atwood Branch,north-perth-public-library-atwood-branch,Library,,,218A Main Street,43.67,-81.02,,+1-519-356-2455,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
North Perth Public Library - Monkton Branch,north-perth-public-library-monkton-branch,Library,,,216 Winstanley Street,43.59,-81.08,,+1-519-347-2703,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Region of Waterloo Library - St. Jacobs Branch,region-of-waterloo-library-st-jacobs-branch,Library,,,29 Queensway Drive,43.54,-80.55,,+1-519-664-3443,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Region Of Waterloo Library - Bloomingdale Branch,region-of-waterloo-library-bloomingdale-branch-woolwich,Library,,Woolwich,860 Sawmill Road East,43.51,-80.46,,+1-519-745-3151,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Oxford County Library - Brownsville,oxford-county-library-brownsville,Library,,,292240 Culloden Road,42.86,-80.84,,+1-519-877-2938,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Oxford County Library - Otterville,oxford-county-library-otterville,Library,,,207 Main Street West,42.93,-80.60,,+1-519-879-6984,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Oxford County Library - Norwich,oxford-county-library-norwich,Library,,,10 Tidey Street,42.99,-80.60,,+1-519-863-3307,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Oxford County Library - Burgessville,oxford-county-library-burgessville,Library,,,604 Main Street South,43.02,-80.65,,+1-519-424-2404,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Oxford County Library - Ingersoll,oxford-county-library-ingersoll,Library,,,130 Oxford Street,43.04,-80.88,,+1-519-485-2505,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Oxford County Library - Embro,oxford-county-library-embro,Library,,,135 Huron Street,43.16,-80.90,,+1-519-475-4172,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Oxford County Library - Innerkip,oxford-county-library-innerkip,Library,,,695566 17th Line,43.20,-80.71,,+1-519-469-3824,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Oxford County Library - Tavistock,oxford-county-library-tavistock,Library,,,40 Woodstock Street South,43.32,-80.84,,+1-519-655-3013,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Elgin County Library - Straffordville,elgin-county-library-straffordville,Library,,,,42.75,-80.78,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Elgin County Library - Springfield,elgin-county-library-springfield,Library,,,,42.83,-80.94,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Elgin County Library - Shedden,elgin-county-library-shedden,Library,,,,42.74,-81.34,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Elgin County Library - Rodney,elgin-county-library-rodney,Library,,,,42.57,-81.68,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Elgin County Library - Burwell,elgin-county-library-burwell,Library,,,,42.65,-80.81,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Elgin County Library - Dutton,elgin-county-library-dutton,Library,,,,42.66,-81.50,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Elgin County Library - Belmont,elgin-county-library-belmont,Library,,,,42.89,-81.09,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Middlesex County Library - Dorchester,middlesex-county-library-dorchester,Library,,,,42.98,-81.06,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Middlesex County Library - Wardsville,middlesex-county-library-wardsville,Library,,,,42.66,-81.76,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Middlesex County Library - Newbury,middlesex-county-library-newbury,Library,,,,42.68,-81.80,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Middlesex County Library - Glencoe,middlesex-county-library-glencoe,Library,,,,42.75,-81.71,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Middlesex County Library - Melbourne,middlesex-county-library-melbourne,Library,,,,42.82,-81.55,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Middlesex County Library - Mount Brydges,middlesex-county-library-mount-brydges,Library,,,,42.91,-81.49,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Middlesex County Library - Komoka,middlesex-county-library-komoka,Library,,,,42.95,-81.43,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Middlesex County Library - Ailsa Craig,middlesex-county-library-ailsa-craig,Library,,,,43.15,-81.54,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Middlesex County Library - Ilderton,middlesex-county-library-ilderton,Library,,,,43.08,-81.38,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Huron County Library - Howick Branch,huron-county-library-howick-branch,Library,,,,43.89,-81.05,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Huron County Library - Wingham Branch,huron-county-library-wingham-branch,Library,,,,43.89,-81.31,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Huron County Library - Goderich Branch,huron-county-library-goderich-branch,Library,,,,43.74,-81.71,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Huron County Library - Blyth Branch,huron-county-library-blyth-branch,Library,,,,43.74,-81.43,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Huron County Library - Zurich Branch,huron-county-library-zurich-branch,Library,,,,43.42,-81.62,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Huron County Library - Hensall Branch,huron-county-library-hensall-branch-hensall,Library,,Hensall,108 King Street,43.43,-81.50,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Huron County Library - Kirkton Branch,huron-county-library-kirkton-branch,Library,,,,43.33,-81.31,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Lambton County Library - Port Franks,lambton-county-library-port-franks-port-franks,Library,,Port Franks,9997 Port Franks Road,43.22,-81.89,,+1-519-243-2820,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Lambton County Library - Thedford,lambton-county-library-thedford-thedford,Library,,Thedford,16 Allen Street,43.17,-81.86,,+1-519-296-4459,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Lambton County Library - Camlachie,lambton-county-library-camlachie-camlachie,Library,,Camlachie,6745 Camlachie Road,43.04,-82.16,,+1-519-899-2202,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Lambton County Library - Watford,lambton-county-library-watford-watford,Library,,Watford,5317 Nauvoo Road,42.95,-81.88,,+1-519-876-2204,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Lambton County Library - Florence,lambton-county-library-florence-florence,Library,,Florence,6213 Mill Street,42.66,-82.01,,+1-519-692-3213,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Lambton County Library - Shetland,lambton-county-library-shetland-florence,Library,,Florence,1279 Shetland Road,42.70,-81.98,,+1-519-695-3330,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Lambton County Library - Oil Springs,lambton-county-library-oil-springs-oil-springs,Library,,Oil Springs,4596 Oil Springs Line,42.78,-82.12,,+1-519-834-2670,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Lambton County Library - Brigden,lambton-county-library-brigden-brigden,Library,,Brigden,1540 Duncan Street,42.81,-82.28,,+1-519-864-1142,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Lambton County Library - Wilkesport,lambton-county-library-wilkesport-wilkesport,Library,,Wilkesport,1349 Wilkesport Line,42.73,-82.36,,+1-519-864-4000,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Lambton County Library - Sombra,lambton-county-library-sombra-sombra,Library,,Sombra,3536 St. Clair Parkway,42.71,-82.48,,+1-519-892-3711,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Lambton County Library - Port Lambton,lambton-county-library-port-lambton-port-lambton,Library,,Port Lambton,507 Stoddard Street,42.66,-82.51,,+1-519-677-5217,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
School Park,school-park,Park,,,,44.39,-81.12,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Tweed Agricultural Hall,tweed-agricultural-hall,Community Centre,,,,44.48,-77.31,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
McLean's Park,mclean-s-park,Park,,,,45.70,-81.91,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Noah's House,noah-s-house-windsor,Community Centre,,Windsor,2343 Pillette Road,42.31,-82.97,https://www.noahshouse.ca/,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Waterloo Public Library - John M. Harper Branch,waterloo-public-library-john-m-harper-branch-waterloo,Library,,Waterloo,500 Fischer-Hallman Road North,43.47,-80.57,https://www.wpl.ca/your-library/locations-hours/john-m-harper-branch/,+1-519-886-1310 x310,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Kakabeka Baseball Diamond,kakabeka-baseball-diamond,Park,,,,48.40,-89.61,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Port Milford Historic Village,port-milford-historic-village,Museum,,,,43.93,-77.04,https://www.ghosttownpix.com/ontario/towns/portmilf.html,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Toivo Pit dirt jumps/pumptack,toivo-pit-dirt-jumps-pumptack,Park,,,,48.45,-89.28,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Windsor Public Library Central Branch,windsor-public-library-central-branch-windsor,Library,,Windsor,185 Ouellette Avenue,42.32,-83.04,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Southcott Pines parket,southcott-pines-parket,Park,,,,43.31,-81.76,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Shpere parkette,shpere-parkette,Park,,,,43.31,-81.76,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Brewsters Pak,brewsters-pak,Park,,,,43.30,-81.77,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Alfred Plantagenet Public Library - Wendover Branch,alfred-plantagenet-public-library-wendover-branch,Library,,,500 Community Centre Street,45.57,-75.12,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Treadwell Comunity Hall,treadwell-comunity-hall,Community Centre,,,,45.60,-75.01,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Tapleytown Park,tapleytown-park,Park,,,,43.18,-79.74,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Alfred Recreation Centre,alfred-recreation-centre,Community Centre,,,,45.56,-74.89,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Alfred Plantagenet Public Library - Alfred Branch,alfred-plantagenet-public-library-alfred-branch,Library,,,555 St. Philippe Street,45.56,-74.89,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Rock Legends Wax Museum,rock-legends-wax-museum,Museum,,,5020 Centre Street,43.09,-79.08,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Batchawana Recreation Center,batchawana-recreation-center,Community Centre,,,,46.91,-84.61,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Fashion History Museum,fashion-history-museum,Museum,,,74 Queen Street East,43.43,-80.31,https://www.fashionhistorymuseum.com/,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Elk Lake Heritage Museum,elk-lake-heritage-museum,Museum,,,,47.73,-80.33,https://www.museumsontario.ca/museum/elk-lake-heritage-museum,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
play ground,play-ground,Park,,,,43.78,-79.30,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Norton Place Park Community Centre,norton-place-park-community-centre,Community Centre,,,,43.71,-79.73,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Toronto Seed Library,toronto-seed-library-toronto,Library,,Toronto,103 Bellevue Avenue,43.66,-79.40,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Kingston Area Seed System Initiative,kingston-area-seed-system-initiative-kingston,Library,,Kingston,236 Nelson Street,44.24,-76.50,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Greater Sudbury Seed Library,greater-sudbury-seed-library-sudbury,Library,,Sudbury,74 MacKenzie Street,46.50,-81.00,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Innisfil Seed Library,innisfil-seed-library-cookstown,Library,,Cookstown,20 Church Street,44.19,-79.70,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Hamilton Seed Library,hamilton-seed-library-hamilton,Library,,Hamilton,22 Veevers Drive,43.21,-79.79,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
C.M. Shields Centennial Public Library,c-m-shields-centennial-public-library-south-porcupine,Library,,South Porcupine,99 Bloor Avenue,48.48,-81.21,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
C.M. Shields Centennial Seed Library,c-m-shields-centennial-seed-library-south-porcupine,Library,,South Porcupine,99 Bloor Avenue,48.48,-81.21,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
20 Thomas Riley Road Parkette,20-thomas-riley-road-parkette-etobicoke,Park,,Etobicoke,20 Thomas Reily Road,43.63,-79.54,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Fairmount Park Community Centre,fairmount-park-community-centre-toronto,Community Centre,,Toronto,1757 Gerrard Street East,43.68,-79.32,https://www.toronto.ca/data/parks/prd/facilities/complex/308/index.html,+1 416-392-7060,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Valley Park Library,valley-park-library,Library,,,,43.20,-79.79,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Marathon And District Historical Society,marathon-and-district-historical-society,Museum,,,,48.72,-86.38,https://marathonmuseum.ca/,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Marathon Public Library,marathon-public-library,Library,,,,48.72,-86.38,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Rea Memorial Forest,rea-memorial-forest,Park,,,,43.67,-81.29,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Sewey Bed,sewey-bed,Park,,,,44.98,-78.49,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Arts & Crafts,arts-crafts,Community Centre,,,,44.98,-78.49,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
SC Field,sc-field,Park,,,,44.98,-78.49,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Macrill Crescent Pond,macrill-crescent-pond,Park,,,,43.88,-79.34,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Head Clara Maria Library,head-clara-maria-library,Library,,,15 Town Hall Road,46.21,-77.89,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Cobalt Mining Museum,cobalt-mining-museum,Museum,,,,47.40,-79.69,https://cobalt.ca/visitors/museums/#tab-1415899045-1-30f7a1-8bcbe34f-0c90,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Thelma Miles Museum,thelma-miles-museum-matheson,Museum,,Matheson,374 Hough Road,48.53,-80.47,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Hearsay Park,hearsay-park,Park,,,,49.42,-91.66,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Creative Campus Galleries,creative-campus-galleries,Museum,,,,43.59,-79.65,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Yellowbirch Park,yellowbirch-park,Park,,,,43.03,-81.32,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Hamilton Public Library - Parkdale Branch,hamilton-public-library-parkdale-branch-hamilton,Library,,Hamilton,256 Parkdale Avenue North,43.24,-79.79,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Rayside-Balfour Museum,rayside-balfour-museum-azilda,Museum,,Azilda,120 St. Agnes Street,46.55,-81.12,https://www.sudburymuseums.ca/index.cfm?app=w_vmuseum&lang=en&currID=1375&parID=1371,+1-705-674-4455,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Greenwood-McCann Park,greenwood-mccann-park-township-of-essa,Park,,Township of Essa,Greenwood Drive,44.32,-79.86,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Albert Breau Angus Community Park,albert-breau-angus-community-park-township-of-essa,Park,,Township of Essa,Huron Street,44.32,-79.87,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Wimbleton Road South Parkette,wimbleton-road-south-parkette,Park,,,60 Wimbleton Road,43.66,-79.52,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Greensville Branch,greensville-branch-greensville,Library,,Greensville,625 Harvest Road,43.28,-79.98,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Wawa Public Library,wawa-public-library-wawa,Library,,Wawa,40 Broadway Avenue,48.00,-84.77,https://wawa.olsn.ca/,+1-705-856-2244,mtpl@wawa.cc,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Rebound Child & Youth Services Northumberland,rebound-child-youth-services-northumberland,Community Centre,,,,43.97,-78.16,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Education Library,education-library,Library,,,,44.22,-76.51,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
The Lighthouse,the-lighthouse,Community Centre,,,75 Queen Street East,44.60,-79.41,https://orillialighthouse.ca/,+1 7053292265,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Rehearsal Factory,rehearsal-factory,Community Centre,,,330 Geary Avenue,43.67,-79.44,https://rehearsalfactory.com/,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
SECC,secc,Community Centre,,,,42.04,-82.73,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
WEDS Performance Arts centre,weds-performance-arts-centre,Community Centre,,,,42.66,-81.50,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
East Shore Community Centre,east-shore-community-centre-pickering,Community Centre,,Pickering,910 Liverpool Road,43.83,-79.09,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Southfields Village Branch,southfields-village-branch,Library,,,,43.76,-79.83,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Wasauksing Pow Wow Grounds,wasauksing-pow-wow-grounds,Park,,,,45.32,-80.10,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Bronte Creek Provincial Park day-use only area,bronte-creek-provincial-park-day-use-only-area,Park,,,,43.41,-79.77,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Health Sciences Library,health-sciences-library,Library,,,,43.26,-79.92,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Best Care Dog Walking,best-care-dog-walking,Park,,,,43.69,-79.75,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
SCHS Library,schs-library,Library,,,,45.19,-75.83,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Childrens Community Garden,childrens-community-garden-toronto,Park,,Toronto,Bain Avenue,43.67,-79.35,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
The Waypoint,the-waypoint,Community Centre,,,90 Old Kingston Road,43.85,-79.06,https://tothewaypoint.ca/,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Montgomery Green Space,montgomery-green-space,Park,,,10 Montgomery Road,43.65,-79.52,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Nichol Park,nichol-park-whitby,Park,,Whitby,1455 Nichol Avenue,43.88,-78.92,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Chipperfield Park,chipperfield-park,Park,,,,43.91,-78.93,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Ennisclare Park,ennisclare-park-whitby,Park,,Whitby,39 Ennisclare Place,43.91,-78.94,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Whitby Optimist Park,whitby-optimist-park,Park,,,,43.90,-78.92,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Glenayr Park,glenayr-park,Park,,,,43.90,-78.93,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Mono Cliffs Provincial Park,mono-cliffs-provincial-park,Park,,,795086 3rd Line EHS,44.05,-80.06,https://www.ontarioparks.com/park/monocliffs,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Visual Arts Mississauga,visual-arts-mississauga-mississauga,Community Centre,,Mississauga,4170 Riverwood Park Lane,43.57,-79.67,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Ellis Leuschner Challenge Park,ellis-leuschner-challenge-park,Park,,,4321 Wellsborough Place,43.57,-79.68,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Guelph Public Library - Westminister Square Branch,guelph-public-library-westminister-square-branch-guelph,Library,,Guelph,31 Farley Drive,43.50,-80.19,https://www.guelphpl.ca/en/about-us/westminster.aspx,519-829-4404,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Library of Parliament (interim main branch),library-of-parliament-interim-main-branch,Library,,,125 Sparks Street,45.42,-75.70,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Paul B. Helliwell Patient & Family Library,paul-b-helliwell-patient-family-library-toronto,Library,,Toronto,,43.65,-79.41,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Drysdale Woods,drysdale-woods,Park,,,,44.07,-79.27,https://www.york.ca/environment/forests/york-regional-forest,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
The Gordon S. Shipp Memorial Park,the-gordon-s-shipp-memorial-park,Park,,,,43.60,-79.63,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Van Gogh Exhibit,van-gogh-exhibit-toronto,Museum,,Toronto,1 Yonge Street,43.64,-79.37,https://www.vangoghexhibit.ca/,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Timber Village Museum,timber-village-museum-blind-river,Museum,,Blind River,1 Hagger Road,46.18,-82.97,https://www.brmarinepark.ca/museum,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Sellers Park,sellers-park,Park,,,,46.18,-82.96,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Blind River Public Library,blind-river-public-library,Library,,,,46.19,-82.95,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Art & You,art-you-grimsby,Community Centre,,Grimsby,5 Main Street West,43.19,-79.56,https://artandyou.ca/,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Foundation Of Resources for Teens,foundation-of-resources-for-teens-grimsby,Community Centre,,Grimsby,25 Adelaide Street,43.19,-79.56,https://www.thefortyouthcentre.com/,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Elliot Lake Public Library,elliot-lake-public-library,Library,,,,46.38,-82.65,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Beechwood Bridle Gate Homes Association,beechwood-bridle-gate-homes-association,Park,,,339 Old Post Road,43.47,-80.56,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Joe's Bush,joe-s-bush,Park,,,,42.52,-81.66,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Churchill Neighbourhood Centre,churchill-neighbourhood-centre,Community Centre,,,125 North Service Road East,43.46,-79.69,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Grand Trunk Museum 1879,grand-trunk-museum-1879,Museum,,,,44.30,-77.55,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Moira Hall,moira-hall,Community Centre,,,,44.36,-77.40,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Tweed Kiwanis Pavillion,tweed-kiwanis-pavillion,Community Centre,,,,44.47,-77.31,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Hungerford,hungerford,Community Centre,,,63 Victoria Street North,44.48,-77.31,,+1 6134785867,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Walworth Town Hall Centre for the Arts,walworth-town-hall-centre-for-the-arts,Community Centre,,,,44.20,-77.89,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Pinecroft Community Centre,pinecroft-community-centre-st-catharines,Community Centre,,St. Catharines,85 Westland Street,43.13,-79.27,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Lakeshore Library Branch,lakeshore-library-branch,Library,,,,42.28,-82.76,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Sioux Narrows Public Library,sioux-narrows-public-library,Library,,,,49.41,-94.09,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Lederman Law Library,lederman-law-library-kingston,Library,,Kingston,128 Union Street,44.23,-76.50,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
W.D. Jordan Rare Books & Special Collections,w-d-jordan-rare-books-special-collections,Library,,,,44.23,-76.50,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Windsor Public Library Local History Branch,windsor-public-library-local-history-branch-windsor,Library,,Windsor,3312 Sandwich Street,42.30,-83.08,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Springdale Park,springdale-park,Park,,,,43.88,-79.27,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Cloyne Pioneer Museum,cloyne-pioneer-museum,Museum,,,,44.82,-77.19,https://pioneer.mazinaw.on.ca/,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Jewish Russian Community Centre East Thornhill,jewish-russian-community-centre-east-thornhill,Community Centre,,,,43.81,-79.42,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
bayview glen,bayview-glen,Park,,,,43.85,-79.43,,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
Small World Music Centre,small-world-music-centre-toronto,Community Centre,,Toronto,180 Shaw Street,43.65,-79.42,https://smallworldmusic.com,,,,,,,,,,,,NaN,,,,✅ Geocoded,Needs Review,NaN
