name,slug,category,description,city,address,lat,lng,website,phone,email,image_url,sens_noise_1to5,sens_light_1to5,sens_crowd_1to5,sens_quiet_room,sens_headphones,sens_staff_trained,sens_certification,sens_last_verified
William Street Park,william-street-park-parry-sound,Park,,Parry Sound,145 William Street,45.3578434,-80.0196342,,,,,,,,,,,,
Goodman Park,goodman-park-oshawa,Park,,Oshawa,640 Bond Street West,43.8926536,-78.8878135,,,,,,,,,,,,
Dufferin County Museum & Archives,dufferin-county-museum-archives,Museum,,Mulmur,936029 Airport Road,44.116797,-80.0263037,https://www.dufferinmuseum.com/,+1-705-435-1881,,,,,,,,,,
Enniskillen Park,enniskillen-park-enniskillen,Park,,Enniskillen,8195 Old Scugog Road,44.0193769,-78.7715094,,,,,,,,,,,,
Walmer Road Parkette,walmer-road-parkette-toronto,Park,,Toronto,227 Walmer Road,43.6762743,-79.4088125,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2667,,,,,,,,,,,
Horseshoe Valley Memorial Park,horseshoe-valley-memorial-park-township-of-oro-medonte,Park,,Township of Oro-Medonte,3331 Oro-Medonte Line 4,44.558307,-79.6560724,,,,,,,,,,,,
Sweet Water Park,sweet-water-park-township-of-oro-medonte,Park,,Township of Oro-Medonte,3353 6 Line N,44.5647967,-79.6239957,,,,,,,,,,,,
Community Centre 55,community-centre-55-toronto,Community Centre,,Toronto,97 Main Street,43.6820762,-79.2991421,https://www.centre55.com/,,,,,,,,,,,
Airmen's Park,airmens-park-oshawa,Park,,Oshawa,1200 Stevenson Road North,43.9175867,-78.8948032,,,,,,,,,,,,
Ansley Park,ansley-park-oshawa,Park,,Oshawa,700 Ansley Court,43.9144476,-78.8794438,,,,,,,,,,,,
Bermuda Park,bermuda-park-oshawa,Park,,Oshawa,799 Thornton Road North,43.9119105,-78.9012441,,,,,,,,,,,,
Bloor & Simcoe Parkette,bloor-simcoe-parkette-oshawa,Park,,Oshawa,55 Bloor Street West,43.8798103,-78.8571249,,,,,,,,,,,,
Central Park,central-park-oshawa,Park,,Oshawa,500 Central Park Boulevard North,43.914122,-78.8568204,,,,,,,,,,,,
Conlin Meadows Park,conlin-meadows-park-oshawa,Park,,Oshawa,1091 Ormond Drive,43.9511217,-78.8731842,,,,,,,,,,,,
Crimson Court Park,crimson-court-park-oshawa,Park,,Oshawa,528 Crimson Court,43.9031161,-78.9036795,,,,,,,,,,,,
Dr. Blake Parkette,dr-blake-parkette-oshawa,Park,,Oshawa,95 Royal Street,43.8871734,-78.8624684,,,,,,,,,,,,
Durham Court Park,durham-court-park-oshawa,Park,,Oshawa,330 Waverly Street South,43.8833396,-78.8834653,,,,,,,,,,,,
Everglades Park,everglades-park-oshawa,Park,,Oshawa,365 Pompano Court,43.9388013,-78.866609,,,,,,,,,,,,
Farewell Park,farewell-park-oshawa,Park,,Oshawa,725 King Street East,43.9016095,-78.8364203,,,,,,,,,,,,
Glenbourne Park,glenbourne-park-oshawa,Park,,Oshawa,1212 Glenbourne Drive,43.9393218,-78.8337055,,,,,,,,,,,,
Humewood Park,humewood-park-oshawa,Park,,Oshawa,350 Humewood Avenue,43.9164545,-78.8593666,,,,,,,,,,,,
(NEW) Dennis O'Connor Park Playground,new-dennis-oconnor-park-playground-ajax,Park,,Ajax,205 Angus Drive,43.8608943,-79.0186198,,,,,,,,,,,,
North Pond Park,north-pond-park-oshawa,Park,,Oshawa,509 Charrington Avenue,43.9294244,-78.8598156,,,,,,,,,,,,
Patricia Tot Lot,patricia-tot-lot-oshawa,Park,,Oshawa,106 Patricia Avenue,43.9036091,-78.8509178,,,,,,,,,,,,
Renaissance Park,renaissance-park-oshawa,Park,,Oshawa,1529 Connery Crescent,43.8545706,-78.8633082,,,,,,,,,,,,
Snowbird Park,snowbird-park-oshawa,Park,,Oshawa,31 Cottingham Crescent,43.8713686,-78.8393918,,,,,,,,,,,,
Somerset Park,somerset-park-oshawa,Park,,Oshawa,250 Switzer Drive,43.9192863,-78.8829951,,,,,,,,,,,,
Arnprior & District Museum,arnprior-district-museum,Museum,,Arnprior,,45.4350302,-76.35272,https://www.arnprior.ca/en/recreation-and-culture/museum.aspx#About-the-Museum,,,,,,,,,,,
Sunnydale Park,sunnydale-park-oshawa,Park,,Oshawa,200 Londonderry Street,43.8864408,-78.892792,,,,,,,,,,,,
Valleyview Park,valleyview-park-oshawa,Park,,Oshawa,81 Gladstone Avenue,43.8984436,-78.8717803,,,,,,,,,,,,
Arnprior Public Library,arnprior-public-library,Library,,Arnprior,21 Madawaska Street,45.4349996,-76.3522146,,,,,,,,,,,,
Kinmount Community Centre,kinmount-community-centre-kinmount,Community Centre,,Kinmount,2 Dickson Street,44.7831706,-78.6534149,,+17054882069,,,,,,,,,,
Bobcaygeon Beach Park,bobcaygeon-beach-park,Park,,Kawartha Lakes,,44.534464,-78.5504323,,,,,,,,,,,,
Avon Court Park,avon-court-park,Park,,Windsor,,42.2516888,-83.0187582,,,,,,,,,,,,
Roman Avenue Park,roman-avenue-park,Park,,Elliot Lake,,46.3809931,-82.6551237,,,,,,,,,,,,
Centennial Beach,centennial-beach,Park,,Parry Sound,,45.3430731,-80.0414035,,,,,,,,,,,,
J. J. Cooper Park,j-j-cooper-park-collingwood,Park,,Collingwood,91 Chamberlain Crescent,44.4858454,-80.2354818,,,,,,,,,,,,
Moo Meadows Park,moo-meadows-park-ottawa,Park,,Ottawa,85 Loggerhead Heights,45.3214624,-75.9475733,,,,,,,,,,,,
Unionville Library,unionville-library,Park,,Markham,,43.8703175,-79.3102145,,,,,,,,,,,,
Crosby Baseball Fieldhouse,crosby-baseball-fieldhouse,Community Centre,,Markham,,43.8691003,-79.3143003,,,,,,,,,,,,
McKay Art Centre Park,mckay-art-centre-park,Park,,Markham,,43.8681517,-79.3117625,,,,,,,,,,,,
Pelham Park,pelham-park-waterloo,Park,,Waterloo,629 Pelham Street,43.4952618,-80.4840048,,,,,,,,,,,,
Forest Home Park,forest-home-park-orillia,Park,,Orillia,995 Memorial Avenue,44.5721404,-79.4475614,,,,,,,,,,,,
Bayview Memorial Park,bayview-memorial-park-township-of-oro-medonte,Park,,Township of Oro-Medonte,687 Lakeshore Road East,44.4637857,-79.4907396,,,,,,,,,,,,
Shanty Bay Park,shanty-bay-park,Park,,Oro-Medonte,,44.414048,-79.5803906,,,,,,,,,,,,
Greenforest Park,greenforest-park,Park,,Oro-Medonte,,44.4278072,-79.537078,,,,,,,,,,,,
Shellswell Park,shellswell-park,Park,,Oro-Medonte,,44.4434042,-79.5171452,,,,,,,,,,,,
Harbourwood Park,harbourwood-park,Park,,Oro-Medonte,,44.444514,-79.5195757,,,,,,,,,,,,
Barilla Park,barilla-park,Park,,Oro-Medonte,,44.4540557,-79.4954601,,,,,,,,,,,,
Simcoeside Park,simcoeside-park,Park,,Oro-Medonte,,44.4831059,-79.4749338,,,,,,,,,,,,
Arbourwood Park,arbourwood-park-township-of-oro-medonte,Park,,Township of Oro-Medonte,14 Basswood Circle,44.4181315,-79.5912299,,,,,,,,,,,,
Emily Park,emily-park-township-of-oro-medonte,Park,,Township of Oro-Medonte,46 Red Oak Crescent,44.413798,-79.5933069,,,,,,,,,,,,
Martine Crescent Park,martine-crescent-park-township-of-oro-medonte,Park,,Township of Oro-Medonte,5 Martine Crescent,44.4106405,-79.5917035,,,,,,,,,,,,
Canon Jackson Park,canon-jackson-park,Park,,Toronto,80 Canon Jackson Drive,43.698025,-79.4714409,,,,,,,,,,,,
Wyndham House - Concurrent Youth Hub,wyndham-house---concurrent-youth-hub-guelph,Community Centre,,Guelph,133 Woolwich Street,43.548038,-80.2498909,,+1 519-822-2768,youthhub@wyndhamhouse.org,,,,,,,,,
Roycroft Park Lands,roycroft-park-lands,Park,,Toronto,150 Boulton Drive,43.6805827,-79.4052529,,,,,,,,,,,,
Polish Kashub Heritage Park,polish-kashub-heritage-park,Park,,Madawaska Valley,,45.5117379,-77.5604021,,,,,,,,,,,,
O'Brien Park,obrien-park-renfrew,Park,,Renfrew,115 Arthur Avenue,45.4783614,-76.6922249,,,,,,,,,,,,
Avery Beach Park,avery-beach-park,Park,,Huntsville,,45.3220312,-79.2316283,,,,,,,,,,,,
New Tecumseth Public Library - Main Branch,new-tecumseth-public-library---main-branch,Library,,Alliston,,44.1538187,-79.8685913,,,,,,,,,,,,
West Parry Sound District Museum on Tower Hill,west-parry-sound-district-museum-on-tower-hill,Museum,,Parry Sound,17 George Street,45.3399518,-80.0283527,,,,,,,,,,,,
Windsor Park,windsor-park,Park,,Muskoka Lakes Township,,45.0081009,-79.6126287,,,,,,,,,,,,
Old Mill Site Park,old-mill-site-park,Park,,Toronto,,43.6507105,-79.4902814,,,,,,,,,,,,
Asterfield-Plumrose Boulevard Parkette,asterfield-plumrose-boulevard-parkette,Park,,Toronto,,43.774597,-79.1747874,,,,,,,,,,,,
Badgerow Parkette,badgerow-parkette,Park,,Toronto,369A Carlaw Avenue,43.6663929,-79.3418956,,,,,,,,,,,,
Ballyconnor Park,ballyconnor-park,Park,,Toronto,,43.7999267,-79.3863649,,,,,,,,,,,,
Bluehaven Park,bluehaven-park,Park,,Toronto,,43.7453,-79.5553856,,,,,,,,,,,,
Verobeach Parkette,verobeach-parkette,Park,,Toronto,,43.7351245,-79.5438875,,,,,,,,,,,,
Humber Sheppard Park,humber-sheppard-park,Park,,Toronto,,43.7331975,-79.5414075,,,,,,,,,,,,
Louise Russo Park,louise-russo-park,Park,,Toronto,,43.7222777,-79.5404224,,,,,,,,,,,,
Humber Gate Park,humber-gate-park,Park,,Toronto,,43.7275643,-79.5904857,,,,,,,,,,,,
Garland Park,garland-park,Park,,Toronto,,43.7321799,-79.5831836,,,,,,,,,,,,
Esther Lorrie Park,esther-lorrie-park,Park,,Toronto,,43.7281068,-79.579416,,,,,,,,,,,,
Thistletown Park,thistletown-park,Park,,Toronto,,43.7361559,-79.5682188,,,,,,,,,,,,
The Elms Park,the-elms-park-etobicoke,Park,,Etobicoke,25 Auburndale Court,43.7198621,-79.5540213,,,,,,,,,,,,
Brookhill Park,brookhill-park-bowmanville,Park,,Bowmanville,2301 Green Road,43.9175987,-78.7148036,,,,,,,,,,,,
Bruce Cameron Park,bruce-cameron-park-bowmanville,Park,,Bowmanville,297 Bruce Cameron Drive,43.9417106,-78.7102168,,,,,,,,,,,,
Darlington Sports Centre,darlington-sports-centre-hampton,Park,,Hampton,2276 Taunton Road,43.9652831,-78.746155,,,,,,,,,,,,
Poplar Hill Park,poplar-hill-park-municipality-of-middlesex-centre,Park,,Municipality Of Middlesex Centre,24375 Poplar Hill Road,43.0045147,-81.5143139,,,,,,,,,,,,
Middlesex Community Centre,middlesex-community-centre,Community Centre,,Middlesex Centre,,43.0147223,-81.5013902,,,,,,,,,,,,
Middlesex County Library - Coldstream,middlesex-county-library---coldstream,Library,,Middlesex Centre,,43.0148475,-81.5004665,,,,,,,,,,,,
Middlesex County Library - Delaware,middlesex-county-library---delaware,Library,,Middlesex Centre,,42.912497,-81.419158,,,,,,,,,,,,
Firwood Parkette,firwood-parkette-courtice,Park,,Courtice,13A Firwood Avenue,43.9155541,-78.7939942,,,,,,,,,,,,
Haydon Hall Parkette,haydon-hall-parkette-haydon,Park,,Haydon,2503 Concession Road 8,44.0207354,-78.7451062,,,,,,,,,,,,
Haydon Community Hall,haydon-community-hall-haydon,Community Centre,,Haydon,2503 Concession Road 8,44.0205773,-78.7450651,,,,,,,,,,,,
Highway 2 and Trulls Parkette,highway-2-and-trulls-parkette-courtice,Park,,Courtice,2840 Trulls Road,43.9111758,-78.7889367,,,,,,,,,,,,
Ina Brown Parkette,ina-brown-parkette-newtonville,Park,,Newtonville,12 Newtonville Mill Street,43.9404485,-78.4911088,,,,,,,,,,,,
Landerville Parkette,landerville-parkette-bowmanville,Park,,Bowmanville,55 Landerville Lane,43.9035028,-78.704189,,,,,,,,,,,,
Saw Whet Park,saw-whet-park,Park,,Oakville,,43.420312,-79.7471098,,,,,,,,,,,,
Nelson Street Parkette,nelson-street-parkette-bowmanville,Park,,Bowmanville,105 Nelson Street,43.9033636,-78.6838044,,,,,,,,,,,,
Newcastle Glen,newcastle-glen-newcastle,Park,,Newcastle,3605 Lakeshore Road,43.8975016,-78.572287,,,,,,,,,,,,
Peters Pike Parkette,peters-pike-parkette-orono,Park,,Orono,21 Peters Pike Road,43.9869647,-78.616685,,,,,,,,,,,,
Woodland Park,woodland-park-petawawa,Park,,Petawawa,30 Woodland Crescent,45.8896529,-77.2846689,,,,,,,,,,,,
Nature's Acre Park,natures-acre-park,Park,,Petawawa,,45.8945502,-77.2881183,,,,,,,,,,,,
Joseph Tough Park,joseph-tough-park,Park,,Toronto,246 Davenport Road,43.674748,-79.3978627,,,,,,,,,,,,
Monsignor Fraser College Park,monsignor-fraser-college-park,Park,,Toronto,,43.6665967,-79.4135209,,,,,,,,,,,,
Spruce Beach,spruce-beach,Park,,Elliot Lake,,46.3909853,-82.6615048,,,,,,,,,,,,
Iron Bridge Centennial Park,iron-bridge-centennial-park,Park,,Iron Bridge,,46.2735801,-83.2263148,,,,,,,,,,,,
Burley Park,burley-park,Park,,Elliot Lake,,46.3703943,-82.6501361,,,,,,,,,,,,
Lookout Point Park,lookout-point-park,Park,,Cobourg,,43.9573394,-78.1405716,,,,,,,,,,,,
Canadian Football Hall of Fame & Museum,canadian-football-hall-of-fame-museum,Museum,,Hamilton,64 Melrose Avenue North,43.2523649,-79.8311708,https://cfhof.ca/,,,,,,,,,,,
Booth Street Park,booth-street-park,Park,,Parry Sound,1 Booth Street,45.3371606,-80.0208775,,,,,,,,,,,,
Liz McCafferty Park,liz-mccafferty-park-smooth-rock-falls,Park,,Smooth Rock Falls,Hollywood Avenue,49.2797985,-81.6290836,,,,,,,,,,,,
St-Charles Community Centre,st-charles-community-centre,Community Centre,,St. Charles,,46.3610599,-80.4099518,,,,,,,,,,,,
Point Maligne Park,point-maligne-park-cornwall,Park,,Cornwall,Bergeron Drive,45.0138104,-74.7155518,,,,,,,,,,,,
Legion Baseball Park,legion-baseball-park-cornwall,Park,,Cornwall,Bergeron Drive,45.0151908,-74.7169722,,,,,,,,,,,,
Marchmont Community Park,marchmont-community-park,Park,,Severn,,44.6291108,-79.5141206,,,,,,,,,,,,
Timberline Park,timberline-park,Park,,Severn,,44.6928643,-79.3937716,,,,,,,,,,,,
Atherley Community Park,atherley-community-park,Park,,Ramara Township,,44.5978315,-79.3665248,,,,,,,,,,,,
Snow Valley Highlands Park,snow-valley-highlands-park,Park,,Springwater,,44.4029252,-79.7866082,,,,,,,,,,,,
Helen Coutts Memorial Park,helen-coutts-memorial-park,Park,,Springwater,,44.412807,-79.7751514,,,,,,,,,,,,
Toronto Chinese Baptist Church Senior Citizen Centre,toronto-chinese-baptist-church-senior-citizen-centre-toronto,Community Centre,,Toronto,76 Beverley Street,43.6520046,-79.3933686,,,,,,,,,,,,
Sunnydene Park,sunnydene-park,Park,,Toronto,,43.7183507,-79.3799652,,,,,,,,,,,,
Blythdale Greenbelt,blythdale-greenbelt,Park,,Toronto,,43.719561,-79.3844008,,,,,,,,,,,,
Irma Burman Greenbelt,irma-burman-greenbelt,Park,,Toronto,,43.8026239,-79.1591432,,,,,,,,,,,,
Botany Hill Park,botany-hill-park,Park,,Toronto,277 Orton Park Road,43.7784616,-79.2117784,,,,,,,,,,,,
Brandon Avenue Parkette,brandon-avenue-parkette,Park,,Toronto,2 Brandon Avenue,43.6705593,-79.4404234,,,,,,,,,,,,
Breadalbane Park,breadalbane-park,Park,,Toronto,30 Breadalbane Street,43.6638557,-79.3859959,,,,,,,,,,,,
Hillhurst Parkette,hillhurst-parkette,Park,,Toronto,254 Hillhurst Boulevard,43.7091313,-79.4271528,,,,,,,,,,,,
Broadway Avenue Parkette,broadway-avenue-parkette,Park,,Toronto,176 Broadway Avenue,43.7114614,-79.3906358,,,,,,,,,,,,
Nieuwland Park,nieuwland-park,Park,,King,,44.0030932,-79.680411,,,,,,,,,,,,
Vimy Park,vimy-park,Park,,Port Colborne,,42.8963722,-79.2588302,,,,,,,,,,,,
East Beach,east-beach,Park,,Port Hope,,43.9443295,-78.290527,,,,,,,,,,,,
J.R. Booth Memorial Park,jr-booth-memorial-park,Park,,South Algonquin Township,,45.5030796,-77.9804089,,,,,,,,,,,,
Place Hurtubise Playground,place-hurtubise-playground,Park,,Greater Sudbury,,46.5224501,-80.9262004,,,,,,,,,,,,
Constable Joseph MacDonald Park,constable-joseph-macdonald-park,Park,,Greater Sudbury,,46.5224762,-80.9858447,,,,,,,,,,,,
Minnow Lake Dog Park,minnow-lake-dog-park,Park,,Greater Sudbury,,46.5015999,-80.9368808,,,,,,,,,,,,
Meadows Park,meadows-park,Park,,Central Elgin,,42.8824938,-81.0910891,,,,,,,,,,,,
Belmont Community Park,belmont-community-park,Park,,Central Elgin,,42.8811898,-81.0864598,,,,,,,,,,,,
Bay Beach Park,bay-beach-park,Park,,Fort Erie,,42.8633221,-79.069434,,,,,,,,,,,,
Children's Healing Garden,childrens-healing-garden,Park,,Toronto,,43.6573894,-79.3888647,,,,,,,,,,,,
Golfview Park,golfview-park,Park,,Amherstburg,,42.1459923,-83.1064401,,,,,,,,,,,,
Colchester Park,colchester-park,Park,,Town of Essex,,41.9849905,-82.9343745,,,,,,,,,,,,
Long Point Lions Park,long-point-lions-park,Park,,Port Rowan,,42.620893,-80.4494296,,,,,,,,,,,,
Southwest Community Library,southwest-community-library-kitchener,Library,,Kitchener,100 Rosenberg Way,43.3960134,-80.4984609,https://www.kpl.org/your-library/locations-and-hours/southwest-library-project,,,,,,,,,,,
Glendower Hall,glendower-hall-godfrey,Community Centre,,Godfrey,1381 Westport Road,44.5757803,-76.6268536,https://www.southfrontenac.net/recreation-and-leisure/facilities-and-rentals/municipally-operated-halls/,,,,,,,,,,,
4CATS Art Studio,4cats-art-studio,Community Centre,,Toronto,,43.7003844,-79.3733345,,,,,,,,,,,,
Junction Park,junction-park,Park,,Middlesex Centre,,43.0782675,-81.3822143,,,,,,,,,,,,
Goderich Sreet Park,goderich-sreet-park,Park,,Fort Erie,,42.9110512,-78.9136228,,,,,,,,,,,,
Macteith Park,macteith-park,Park,,Cambridge,,43.3849136,-80.3074347,,,,,,,,,,,,
Sturdy Park,sturdy-park,Park,,Cambridge,,43.3876372,-80.3604314,,,,,,,,,,,,
William Arnill Memorial Park,william-arnill-memorial-park,Park,,Wasaga Beach,,44.4709531,-80.0569516,,,,,,,,,,,,
Joey Swirsky Parkette,joey-swirsky-parkette-toronto,Park,,Toronto,20 Joel Swirsky Boulevard,43.7468302,-79.4515045,,,,,,,,,,,,
Delphi Point Park,delphi-point-park-blue-mountains,Park,,Blue Mountains,209233 Highway 26,44.5379314,-80.3698031,https://www.thebluemountains.ca/recreation-culture/recreation-facilities/delphi-point-park,,,,,,,,,,,
Pinery Trail Park,pinery-trail-park-waterloo,Park,,Waterloo,514 Pinery Trail,43.4928714,-80.5829227,,,,,,,,,,,,
Rideau River Park,rideau-river-park-waterloo,Park,,Waterloo,439 Rideau River Street,43.4906669,-80.5900059,,,,,,,,,,,,
Maabar Park,maabar-park-waterloo,Park,,Waterloo,450 Malabar Drive,43.5042966,-80.4985433,,,,,,,,,,,,
New Hampshire Link,new-hampshire-link-waterloo,Park,,Waterloo,615 New Hampshire Street,43.512129,-80.5023422,,,,,,,,,,,,
Schooner Link,schooner-link-waterloo,Park,,Waterloo,318 Schooner Crescent,43.5123682,-80.5051816,,,,,,,,,,,,
New Bedford Trail,new-bedford-trail-waterloo,Park,,Waterloo,540 New Bedford Drive,43.5114677,-80.5048929,,,,,,,,,,,,
New Hampshire Park,new-hampshire-park-waterloo,Park,,Waterloo,650 New Hampshire Street,43.5141545,-80.5045049,,,,,,,,,,,,
Lynn Freure Park,lynn-freure-park,Park,,Cambridge,,43.3560053,-80.3463762,,,,,,,,,,,,
Parkhill Road Lookout,parkhill-road-lookout,Park,,Cambridge,,43.3632055,-80.3175529,,,,,,,,,,,,
Galeairy Lake Memorial Park,galeairy-lake-memorial-park,Park,,South Algonquin Township,,45.4943432,-78.2410301,,,,,,,,,,,,
Snow Valley Park,snow-valley-park,Park,,Springwater,,44.4171083,-79.7873536,,,,,,,,,,,,
Middle Park,middle-park-bowmanville,Park,,Bowmanville,Middle Road,43.9408934,-78.7035288,,,,,,,,,,,,
Magnetawan Cenenntial Park,magnetawan-cenenntial-park,Park,,Magnetawan,,45.6664126,-79.6387931,,,,,,,,,,,,
Charlie Kelly Parkette,charlie-kelly-parkette,Park,,Owen Sound,,44.56011,-80.9418859,,,,,,,,,,,,
Minerva Park,minerva-park,Park,,McKellar Township,,45.5067115,-79.9207382,,,,,,,,,,,,
Roy Brown Park,roy-brown-park,Park,,Beckwith,,45.1273956,-76.1517451,,,,,,,,,,,,
Frontier Park,frontier-park,Park,,Orillia,,44.6297859,-79.4267375,,,,,,,,,,,,
Partridge Park,partridge-park,Park,,St. Catharines,22 Rockcliffe Road,43.1493859,-79.2377501,https://facilities.stcatharines.ca/Home/Detail?CategoryIds=&FacilityTypeIds=&Keywords=partridge&ScrollTo=scroll-map-list-container&CloseMap=true&Id=9ffb7669-80c8-41de-9a7e-8f9fb09349ce,,,,,,,,,,,
Heildeburg Hall,heildeburg-hall,Community Centre,,London,,42.9888137,-81.3237969,,,,,,,,,,,,
Tippet Park,tippet-park,Park,,Toronto,,43.7329611,-79.4478278,,,,,,,,,,,,
Harbour Church Sports Pad,harbour-church-sports-pad,Park,,Kincardine,,44.1633579,-81.6474979,,,,,,,,,,,,
The Duntroon Hall,the-duntroon-hall,Community Centre,,Clearview,,44.3973582,-80.1952633,,,,,,,,,,,,
Mountain Holly Park,mountain-holly-park,Park,,Waterloo,,43.4548654,-80.589678,,,,,,,,,,,,
The Park at CIBC Square,the-park-at-cibc-square,Park,,Toronto,,43.6446677,-79.3779254,https://cibcsquare.com/engage/,,,,,,,,,,,
Grattan Park,grattan-park,Park,,Toronto,52 Grattan Street,43.7063598,-79.5220115,,,,,,,,,,,,
Reading Sprouts Garden,reading-sprouts-garden,Park,,Toronto,77 Whitbread Crescent,43.7399227,-79.5102306,,,,,,,,,,,,
Lambeth Crescent Parkette,lambeth-crescent-parkette,Park,,Toronto,27 Lambeth Crescent,43.6625801,-79.5222998,,,,,,,,,,,,
Hilldowntree Parkette,hilldowntree-parkette,Park,,Toronto,16 Hilldowntree Road,43.6602776,-79.5261756,,,,,,,,,,,,
Josiah Henson Museum of African-Canadian History,josiah-henson-museum-of-african-canadian-history-chatham-kent,Museum,,Chatham-Kent,29251 Freedom Road,42.5852025,-82.1964662,https://www.heritagetrust.on.ca/en/index.php/properties/uncle-toms-cabin,+1-519-683-2978,,,,,,,,,,
Sandy Bruce Park,sandy-bruce-park-east-york,Park,,East York,426 Moore Avenue,43.6976297,-79.3707836,,,,,,,,,,,,
O'Hara Mill Pioneer Village,ohara-mill-pioneer-village,Park,,Madoc,,44.5184706,-77.5259713,,,,,,,,,,,,
Oil Museum of Canada,oil-museum-of-canada-oil-springs,Museum,,Oil Springs,,42.7733396,-82.1209474,https://www.lambtononline.ca/oil_museum,,,,,,,,,,,
Dr. Gordon Chong park,dr-gordon-chong-park-toronto,Park,,Toronto,60 Howard Street,43.6715877,-79.3729919,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3780,,,,,,,,,,,
Hammil Park,hammil-park-guelph,Park,,Guelph,51 Skinner Drive,43.5674844,-80.2129379,,,,,,,,,,,,
Flamingo Parkette,flamingo-parkette,Park,,Brampton,,43.7328251,-79.707565,,,,,,,,,,,,
Little River Boulevard Park,little-river-boulevard-park,Park,,Windsor,,42.3247438,-82.9139622,,,,,,,,,,,,
McHugh Park,mchugh-park,Park,,Windsor,,42.3177685,-82.9217689,,,,,,,,,,,,
Little River Corridor,little-river-corridor,Park,,Windsor,,42.3276514,-82.9235255,,,,,,,,,,,,
Central Eglinton Community Centre,central-eglinton-community-centre,Community Centre,,Toronto,,43.707892,-79.393505,,,,,,,,,,,,
Raymond Ave. Pocket Park,raymond-ave-pocket-park,Park,,Windsor,,42.3275239,-82.9500436,,,,,,,,,,,,
Tranby Park,tranby-park,Park,,Windsor,,42.319823,-82.9470084,,,,,,,,,,,,
Area 8,area-8,Park,,Milton,,43.5023258,-79.9239395,,,,,,,,,,,,
Pioneer Museum,pioneer-museum,Museum,,Central Manitoulin,,45.734106,-82.1677195,https://www.centralmanitoulin.ca/tourism-manitoulin/pioneer-museum-manitoulin,,,,,,,,,,,
Cadillac Street Park,cadillac-street-park,Park,,Windsor,,42.3250981,-83.0018639,,,,,,,,,,,,
Bunny Park,bunny-park,Park,,Windsor,,42.323655,-83.0009084,,,,,,,,,,,,
Grace and Speed,grace-and-speed,Museum,,Gravenhurst,,44.9200257,-79.3890276,https://realmuskoka.com/discovery-centre/murray-walker-grace-speed-boathouse/,+1-705-687-2115,,,,,,,,,,
Kinsmen Chatham Street Park,kinsmen-chatham-street-park,Park,,Windsor,,42.3215015,-83.0292581,,,,,,,,,,,,
Great Western Park,great-western-park,Park,,Windsor,,42.3225755,-83.0292444,,,,,,,,,,,,
Lloyd Syer Summit Gardens Park,lloyd-syer-summit-gardens-park,Park,,Belleville,,44.1909796,-77.3938085,,,,,,,,,,,,
Canada Flag Park,canada-flag-park,Park,,Belleville,,44.192272,-77.3943288,,,,,,,,,,,,
Unico Hall,unico-hall-kingsville,Community Centre,,Kingsville,37 Beech Street,42.0384093,-82.7380393,,,,,,,,,,,,
Hewson Park,hewson-park,Park,,Port Hope,,43.9669396,-78.2767294,,,,,,,,,,,,
Emeline Park,emeline-park-alton,Park,,Alton,30 Emeline Street,43.8526751,-80.0697502,,905-584-2272,,,,,,,,,,
Charles Brereton Park,charles-brereton-park,Park,,Toronto,306 Oakwood Avenue,43.6850554,-79.4383319,,,,,,,,,,,,
Kennedy Square Park,kennedy-square-park,Park,,Windsor,,42.3072803,-83.0226457,,,,,,,,,,,,
Jack Pine Park,jack-pine-park-petawawa,Park,,Petawawa,286 286 Carla Street,45.8766666,-77.2660886,,,,,,,,,,,,
West Lorne Lawn Bowling Club,west-lorne-lawn-bowling-club,Community Centre,,West Elgin,,42.6015082,-81.6026007,,,,,,,,,,,,
West Lorne Library,west-lorne-library,Library,,West Elgin,,42.6039248,-81.6061623,,,,,,,,,,,,
Northend Parkette,northend-parkette,Park,,Toronto,2393 Weston Road,43.7066714,-79.5326538,,,,,,,,,,,,
Tenna-Brise Municipal Park,tenna-brise-municipal-park,Park,,Chalk River,,46.0160306,-77.4548343,,,,,,,,,,,,
Molesworth Square,molesworth-square,Park,,Toronto,,43.6728633,-79.3832273,,,,,,,,,,,,
Archdekin Park,archdekin-park-port-carling,Park,,Port Carling,24 Harris Street,45.1125481,-79.5764165,,,,,,,,,,,,
Riverstone Park,riverstone-park,Park,,Cannifton,,44.2173498,-77.3963585,,,,,,,,,,,,
Bob's Park,bobs-park,Park,,Port Hope,,43.9562066,-78.2908795,,,,,,,,,,,,
Sherwood Forest Park,sherwood-forest-park-london,Park,,London,7 Annadale Drive,43.0053772,-81.2998267,,,,,,,,,,,,
Martinique Park,martinique-park,Park,,Windsor,,42.334097,-82.9241177,,,,,,,,,,,,
Kiwanis Riverside Park,kiwanis-riverside-park,Park,,Quinte West,,44.1051116,-77.5760489,,,,,,,,,,,,
Havilland Public Park,havilland-public-park,Park,,Unorganized North Algoma,,46.8162545,-84.4096885,,,,,,,,,,,,
Schreiber Discovery Centre,schreiber-discovery-centre,Museum,,Schreiber Township,,48.8139859,-87.2692289,,,,,,,,,,,,
